crm:P2_has_type,dcterms:subject,dcterms:identifier,schema:position,dcterms:type,schema:artMedium,schema:color,schema:depth,schema:itemCondition,schema:material,schema:status,schema:measurementMethod,schema:hasMeasurement,schema:observationDate,dcterms:abstract,crm:P106i_forms_part_of,dcterms:isReferencedBy,dcterms:source,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,dcterms:title,schema:artform,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,crm:P4_has_time-span,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_018,coupeXXX.1bc05,Couche de vernis,,gris§grey,,,,,,,,Subsequent varnish layer ,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_019,coupeXXX.2c02,Couche picturale,monocouche,brun§reddish brown,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_020,coupeXXX.2c03,Couche de vernis,,gris,,,,,,,,"Original varnish layer, probably sandarac, but there is a doubt",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_021,coupeXXX.2c04,Couche de vernis,,gris,,,,,,,,Subsequent varnish layer ,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_022,coupeXXX.2c05,Repeint,monocouche,rouge§dark red,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_023,coupeXXX.3ac02,Couche picturale,,beige,,,,,,,,"There was also a white pigment, but could not be analyzed by m-Raman, because of high luminescence",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_024,coupeXXX.3ac03,Couche de vernis,,brun§light brown,,,,,,,,"Original varnish layer, probably sandarac, but there is a doubt",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_025,coupeXXX.3ac04,Couche de vernis,,brun§brown,,,,,,,,Subsequent varnish layer ,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_026,coupeXXX.3ac05,Repeint,monocouche,brun§dark brown,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_027,coupeXXX.4c02,Couche picturale,superposition,blanc§greyish white,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_028,coupeXXX.4c03,Couche picturale,superposition,beige§greyish beige,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_029,coupeXXX.4c04,Couche picturale,superposition,beige§greyish beige,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_030,coupeXXX.5ac02,Couche picturale,superposition,rose§pink,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_031,coupeXXX.5ac03,Couche picturale,superposition,blanc§greyish white,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_032,coupeXXX.5ac04,Couche de vernis,,brun§light brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_033,coupeXXX.5ac05,Couche de vernis,,brun§light brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_034,coupeXXX.5ac06,Couche de vernis,,brun§light brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_035,coupeXXX.5bc02,Couche picturale,monocouche,rouge§vivid red,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_036,coupeXXX.5bc03,Couche de vernis,,rouge§red,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_037,coupeXXX.5bc04,Couche de vernis,,brun§light brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_038,coupeXXX.6Ac02,Assiette,monocouche,brun§brown,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_039,coupeXXX.6Ac03,Couche picturale,monocouche,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_040,coupeXXX.6Ac04,Couche de vernis,,gris§brownish grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_041,coupeXXX.6Bc02,Couche picturale,multicouche c02 and c03 are linked§seem like one layer§they have the same composition      &lt;I have to check the other icons for the same comment&gt;,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life  ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche colorée,,214498c6-82f6-4d22-87ef-f39116e13bda_042,coupeXXX.6Bc03,Couche picturale,multicouche c02 and c03 are linked§seem like one layer§have the same composition      &lt;I have to check the other icons for the same comment&gt;,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life  ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
Couche non-peinte,,214498c6-82f6-4d22-87ef-f39116e13bda_043,coupeXXX.6Bc04,Couche de vernis,,gris§dark grey,,,,,,,,"Subsequent painting phase, scene's from Saint Nicholas's life - Subsequent varnish layer ",214498c6-82f6-4d22-87ef-f39116e13bda,,,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),Duplicate 1,peinture,,Corfou,"39.62441,19.92016",1401§1450§1551§1600,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,
